水泥品种,水泥强度,粉煤灰种类-依据地区,混凝土级配,水灰比,水泥用量（kg/m3）,粉煤灰掺量（%）,砂率,减水剂种类,减水剂掺量（%）,引气剂种类,引气剂掺量（%）,混凝土温度,R28（已整合）
3,42.5,15,4,0.55,98,65,27,10,0.6,1,1.2,10,19
3,42.5,17,4,0.55,92,61,27,4,0.6,1,2.5,9,19
3,52.5,13,4,0.5,120,35,28,10,0.7,2,0.7,5.4,19.1
3,42.5,17,3,0.5,130,70,33,3,0.6,1,4,13,19.1
3,42.5,15,4,0.55,94,63,28,10,0.6,1,3,9,19.1
3,42.5,17,4,0.5,111,60,26,4,0.6,1,3.5,5,19.1
3,42.5,15,2,0.55,132,88,36,10,0.6,2,0.6,12.5,19.1
3,42.5,17,3,0.55,108,72,34,4,0.6,1,3,5,19.1
3,42.5,17,4,0.5,91,75,27,4,0.6,1,4.5,8.5,19.1
3,42.5,15,4,0.55,96,64,27,10,0.6,2,0.8,7,19.1
3,42.5,15,4,0.55,92,61,27,10,0.6,2,0.8,12,19.1
3,42.5,15,3,0.55,103,68,31,10,0.6,2,0.5,10,19.1
3,42.5,15,4,0.55,94,63,27,10,0.6,1,1.6,13,19.1
3,42.5,15,2,0.55,132,88,36,10,0.6,1,1.2,7.5,19.1
3,52.5,13,4,0.55,98,65,29,10,0.7,2,0.75,13.7,19.2
3,42.5,17,4,0.5,113,61,27,4,0.6,1,3.5,6,19.2
3,42.5,15,4,0.55,94,63,28,10,0.6,2,0.8,8,19.2
3,42.5,15,2,0.55,128,85,36,10,0.6,1,1.2,15,19.2
3,42.5,17,4,0.5,91,75,27,4,0.6,1,4,5,19.2
3,42.5,17,4,0.5,91,75,27,4,0.6,1,4,6,19.2
3,52.5,13,4,0.55,96,40,27,10,0.6,2,0.75,3,19.3
3,52.5,13,4,0.55,98,40,29,10,0.7,2,0.75,9.6,19.3
3,52.5,11,4,0.55,96,64,28,2,0.6,2,0.8,5.8,19.3
3,52.5,18,4,0.55,92,61,27,2,0.6,2,1.45,9.6,19.3
3,42.5,15,3,0.55,103,68,31,10,0.6,1,3,10.5,19.3
3,42.5,7,4,0.5,91,75,27,4,0.6,1,4,8,19.3
3,42.5,15,4,0.55,94,63,27,10,0.6,2,0.7,7,19.3
3,42.5,15,4,0.55,94,63,27,10,0.6,1,1.3,14,19.3
3,42.5,15,4,0.55,94,63,27,10,0.6,1,1.3,8,19.3
3,42.5,15,4,0.55,94,63,27,10,0.6,1,1.5,13,19.3
3,42.5,18,4,0.5,91,75,27,4,0.6,1,3,14,19.3
3,52.5,16,3,0.55,117,78,35,10,0.6,2,0.75,6.1,19.4
3,52.5,18,4,0.55,92,61,27,10,0.6,1,1.2,11,19.4
3,52.5,18,4,0.55,92,61,27,10,0.6,1,1.2,11,19.4
3,42.5,15,4,0.55,96,64,27,10,0.6,2,0.8,7,19.4
3,42.5,18,3,0.55,108,72,34,4,0.6,1,3.4,7,19.4
3,42.5,7,3,0.5,124,67,30,4,0.6,1,4,12,19.4
3,42.5,18,4,0.5,91,75,27,4,0.6,1,5.7,8,19.4
3,42.5,18,4,0.5,91,75,27,4,0.6,1,4.5,10,19.4
3,42.5,15,3,0.48,150,64,30,10,0.6,1,1.5,11,19.4
3,42.5,18,4,0.5,91,75,27,4,0.6,1,4.5,7,19.4
3,42.5,17,4,0.5,91,75,27,4,0.6,1,2.5,14,19.4
3,42.5,17,4,0.55,96,64,27,4,0.6,1,3.5,11,19.5
3,42.5,18,2,0.55,128,85,36,4,0.6,1,2,5.5,19.5
3,42.5,18,4,0.5,91,75,27,4,0.6,1,4.8,10,19.5
3,42.5,15,4,0.55,92,61,27,10,0.6,2,0.8,9,19.5
3,42.5,7,3,0.5,124,67,30,4,0.6,1,3.5,6,19.5
3,42.5,18,4,0.5,91,75,27,4,0.6,1,4.5,18,19.5
3,42.5,15,3,0.55,107,71,31,10,0.6,1,1.6,17,19.5
3,52.5,11,3,0.55,117,78,35,2,0.6,2,0.75,8.3,19.6
3,52.5,4,3,0.5,129,69,31,10,0.7,2,0.8,10.2,19.6
3,52.5,18,4,0.55,92,61,27,10,0.6,2,0.7,12,19.6
3,52.5,3,3,0.5,129,69,31,10,0.7,2,0.8,7,19.6
3,52.5,17,3,0.5,140,76,33,10,0.6,2,0.7,12.1,19.6
3,52.5,3,3,0.45,152,65,30,10,0.7,2,0.75,6.8,19.6
3,52.5,3,3,0.5,134,58,28,10,0.6,2,0.6,5.5,19.6
3,42.5,17,4,0.5,91,75,27,4,0.6,1,3.5,7,19.6
3,42.5,18,4,0.5,91,75,27,4,0.6,1,4.5,5,19.6
3,42.5,17,2,0.45,222,56,33,4,0.6,1,3.5,10,19.6
3,42.5,7,3,0.48,140,60,30,4,0.6,1,3,10,19.6
3,42.5,17,3,0.55,108,72,34,4,0.6,1,3.5,7,19.6
3,52.5,16,3,0.55,103,68,30,10,0.6,2,0.9,13.8,19.7
3,52.5,11,3,0.55,117,78,34,2,0.6,2,0.9,8.6,19.7
3,52.5,18,2,0.5,150,81,36,2,0.6,2,1.35,15.4,19.7
3,52.5,7,3,0.5,129,69,31,10,0.7,2,0.8,8,19.7
3,52.5,15,4,0.5,120,52,25,10,0.6,2,0.6,13,19.7
3,42.5,18,4,0.55,96,64,28,4,0.6,1,2.7,6,19.7
3,42.5,18,4,0.55,96,64,28,2,0.6,1,3.4,7,19.7
3,42.5,15,3,0.55,111,74,31,10,0.6,2,0.7,10,19.7
3,42.5,17,4,0.5,91,75,27,4,0.6,1,4.5,10,19.7
1,42.5,17,3,0.48,140,60,30,4,0.6,1,2,14,19.7
3,42.5,17,4,0.5,91,75,27,4,0.6,1,2.5,10,19.7
1,42.5,15,2,0.48,183,98,43,5,0.8,1,2,6,19.7
3,52.5,3,4,0.55,98,65,30,10,0.6,2,0.6,7,19.8
3,52.5,18,4,0.55,92,61,27,10,0.6,1,1.5,12,19.8
3,42.5,17,4,0.5,113,61,27,4,0.6,1,3,5,19.8
3,42.5,15,3,0.55,103,68,31,10,0.6,1,1.5,7,19.8
3,52.5,14,3,0.55,136,30,32,10,0.5,2,0.6,6,19.9
3,52.5,12,3,0.5,135,35,31,10,0.6,2,0.8,7,19.9
3,52.5,13,4,0.55,96,64,27,10,0.6,2,0.8,14.1,19.9
3,52.5,15,4,0.55,92,61,25,10,0.6,2,0.5,3,19.9
3,52.5,17,4,0.55,94,63,28,10,0.6,1,1.2,12,19.9
3,42.5,15,4,0.55,94,63,28,10,0.6,1,1.5,7,19.9
3,42.5,18,3,0.5,124,67,30,2,0.6,1,2,5,19.9
3,42.5,18,4,0.55,96,64,28,4,0.6,1,3,5.5,19.9
3,42.5,18,4,0.5,91,75,27,4,0.6,1,2.8,5,19.9
3,42.5,15,4,0.55,92,61,27,10,0.6,2,0.8,11,19.9
3,42.5,17,3,0.48,140,60,30,4,0.6,1,4,6,19.9
3,42.5,18,4,0.5,91,75,27,4,0.6,1,5.7,7,19.9
3,42.5,18,4,0.5,91,75,27,4,0.6,1,5.7,7,19.9
3,42.5,18,4,0.5,91,75,27,4,0.6,1,4.8,15,19.9
3,52.5,11,4,0.55,96,40,27,10,0.6,2,0.8,12,20
3,52.5,13,3,0.55,110,40,31,10,0.6,2,0.75,13.6,20
3,52.5,11,4,0.55,96,64,28,2,0.7,2,0.75,5.3,20
3,42.5,17,3,0.5,130,70,33,4,0.5,1,4.5,18,20
3,42.5,18,4,1.55,96,64,28,4,0.6,1,3,7,20
3,42.5,17,4,0.5,113,61,27,4,0.6,1,4,4,20
3,42.5,18,3,0.55,103,68,31,4,0.6,1,4.5,17,20
3,42.5,15,4,0.55,100,67,27,10,0.6,1,1.6,11,20
3,42.5,18,4,0.5,91,75,27,4,0.6,1,3,6,20
3,52.5,13,4,0.55,96,64,27,10,0.6,2,0.8,15.1,20.1
3,52.5,12,4,0.55,92,61,25,10,0.5,2,1.35,8.8,20.1
3,52.5,11,3,0.55,103,68,30,10,0.7,2,1,7.3,20.1
3,42.5,15,4,0.55,92,61,27,10,0.6,1,3.5,7.5,20.1
3,42.5,15,4,0.55,94,63,28,10,0.6,2,0.8,7,20.1
3,42.5,17,4,0.5,91,75,27,4,0.6,1,3,7,20.1
3,42.5,17,4,0.55,92,61,27,4,0.6,1,2,9,20.1
3,42.5,15,4,0.55,94,63,27,10,0.6,1,1.2,14,20.1
3,52.5,17,4,0.55,98,40,29,10,0.7,2,0.75,10.9,20.2
3,52.5,3,3,0.5,129,69,31,10,0.7,2,0.8,4.2,20.2
3,52.5,18,3,0.5,134,58,29,10,0.6,2,1.3,19,20.2
3,42.5,18,4,0.55,96,64,28,4,0.6,1,3.1,6,20.2
3,42.5,18,3,0.55,108,72,34,4,0.6,1,3.2,7,20.2
3,42.5,15,4,0.55,94,63,28,10,0.6,1,3,8,20.2
3,42.5,17,3,0.48,140,60,30,4,0.6,1,4,6,20.2
3,52.5,12,4,0.5,118,35,27,10,0.6,2,0.8,5.5,20.3
3,52.5,3,3,0.55,117,78,35,10,0.6,2,0.75,8,20.3
3,42.5,18,4,0.55,94,63,28,10,0.6,1,1.8,15,20.3
3,42.5,17,4,0.5,113,61,27,4,0.6,1,3,5,20.3
3,42.5,7,3,0.48,140,60,30,4,0.6,1,3,11,20.3
1,42.5,15,3,0.5,129,69,30,10,0.6,1,3,7,20.3
2,42.5,6,1,0.68,177,93,43.9,9,2,0,0,25,20.3
3,52.5,12,4,0.55,93,40,26,10,0.6,2,0.8,7.6,20.4
3,52.5,18,3,0.38,217,54,29.5,10,0.6,2,0.7,19,20.4
3,42.5,18,4,0.55,96,64,28,10,0.6,1,1.8,15,20.4
3,42.5,17,4,0.55,96,64,27,4,0.6,1,4,13,20.4
3,42.5,18,3,0.55,108,72,34,4,0.6,1,3.5,13,20.4
3,42.5,15,3,0.55,103,68,31,10,0.6,1,3,13,20.4
3,42.5,15,4,0.5,113,61,27,10,0.6,1,3,9.5,20.4
3,42.5,7,3,0.48,146,62,30,4,0.6,1,3.5,4,20.4
3,42.5,18,3,0.5,124,67,30,4,0.6,1,3,16,20.4
3,42.5,15,3,0.48,146,63,30,10,0.6,1,1.5,8,20.4
3,52.5,12,4,0.5,120,30,26,10,0.6,2,0.8,5.5,20.5
3,52.5,18,4,0.55,92,61,27,10,0.6,1,2,14,20.5
3,52.5,18,3,0.55,108,72,34,10,0.6,1,1.2,11,20.5
3,42.5,17,3,0.5,130,70,33,4,0.6,1,3.5,5,20.5
3,42.5,17,4,0.5,113,61,27,4,0.6,1,4,5,20.5
3,42.5,18,3,0.55,108,72,34,4,0.6,1,3.4,9,20.5
3,42.5,15,4,0.55,94,63,27,10,0.6,1,1.3,10,20.5
3,42.5,7,4,0.5,111,60,26,4,0.6,1,2.5,9,20.5
3,42.5,18,4,0.5,91,75,27,4,0.6,1,3.5,6,20.5
3,42.5,15,3,0.5,131,71,30,10,0.6,1,1.9,15,20.5
3,52.5,16,3,0.55,117,78,35,10,0.6,2,0.65,7.7,20.6
3,52.5,16,4,0.55,92,61,25,10,0.5,2,1.35,11.7,20.6
3,42.5,15,4,0.55,94,63,28,10,0.6,1,3,7,20.6
3,42.5,15,4,0.55,94,63,28,10,0.6,1,3,11,20.6
3,42.5,18,4,0.55,96,64,28,2,0.6,1,3.4,5,20.6
3,42.5,18,4,0.5,91,75,27,4,0.6,1,2.8,4,20.6
3,42.5,7,3,0.5,124,67,30,4,0.6,1,3.5,9,20.6
3,42.5,7,4,0.48,125,54,26,4,0.6,1,2.5,10,20.6
3,42.5,15,3,0.55,111,74,31,10,0.6,1,1.1,8,20.6
3,42.5,17,4,0.5,91,75,27,4,0.6,1,2.5,13,20.6
3,42.5,17,4,0.5,91,75,27,4,0.6,1,3,9,20.6
3,42.5,15,4,0.55,94,63,27,10,0.6,1,1.5,12,20.6
3,52.5,14,4,0.5,123,30,26,10,0.5,2,1.1,6.6,20.7
3,52.5,13,4,0.5,116,35,28,10,0.7,2,0.9,7.4,20.7
3,52.5,12,4,0.55,94,62,26,10,0.5,2,1.1,12.6,20.7
3,52.5,13,4,0.55,98,65,29,10,0.7,2,0.75,17.9,20.7
3,42.5,18,4,0.55,96,64,28,2,0.6,1,2.3,8,20.7
3,42.5,17,3,0.5,130,70,33,4,0.6,1,4,5,20.7
3,42.5,7,3,0.48,140,60,30,4,0.6,1,3,10,20.7
3,42.5,7,4,0.5,91,75,27,4,0.6,1,2,19,20.7
3,42.5,17,3,0.5,129,69,30,4,0.6,1,2,14,20.7
3,42.5,17,3,0.55,107,71,31,4,0.6,1,2.5,12,20.7
3,42.5,15,3,0.55,111,74,31,10,0.6,1,1.4,10,20.7
3,42.5,15,3,0.5,129,69,30,10,0.6,1,1.7,5,20.7
3,52.5,14,3,0.5,148,30,30,10,0.5,2,1.1,6,20.8
3,52.5,7,2,0.5,167,30,38,10,0.7,2,0.5,7.2,20.8
3,52.5,16,3,0.5,176,44,34,10,0.6,2,0.7,7.2,20.8
3,52.5,17,3,0.55,108,72,31,10,0.7,2,0.85,14,20.8
3,52.5,18,4,0.55,92,61,27,10,0.6,1,2,10,20.8
3,52.5,18,3,0.5,130,70,33,10,0.6,1,1.2,11,20.8
3,42.5,15,3,0.55,103,68,31,10,0.6,1,3,5,20.8
3,42.5,17,4,0.48,125,54,26,4,0.6,1,4,5,20.8
3,42.5,17,4,0.5,113,61,27,4,0.6,1,4,4,20.8
3,42.5,7,3,0.48,158,40,30,4,0.7,1,3,6,20.8
3,42.5,18,3,0.55,108,72,34,4,0.6,1,2,5,20.8
3,42.5,17,4,0.55,92,61,27,4,0.6,1,2,10,20.8
3,42.5,18,4,0.5,118,64,27,10,0.6,1,1.8,10,20.8
3,52.5,17,4,0.55,98,40,29,10,0.7,2,0.75,11.9,20.9
3,52.5,12,4,0.55,94,62,26,10,0.5,2,1.1,17.2,20.9
3,52.5,18,4,0.55,92,61,27,10,0.6,1,2,12,20.9
3,42.5,15,3,0.5,130,70,33,10,0.6,1,1.6,5,20.9
3,42.5,17,4,0.5,91,75,27,4,0.6,1,3,10,20.9
3,42.5,15,3,0.55,111,74,31,10,0.6,1,1.4,9,20.9
3,42.5,17,3,0.5,130,70,33,4,0.6,1,3.5,5,20.9
3,42.5,17,4,0.5,91,75,27,4,0.6,1,2.5,12,20.9
3,52.5,15,4,0.55,94,63,28,10,0.6,1,3,13,21
3,42.5,18,3,0.55,108,72,34,4,0.6,1,2.7,7,21
3,42.5,17,2,0.5,153,83,35,4,0.6,1,3.5,5,21
3,42.5,17,4,0.5,113,61,27,4,0.6,1,2.7,4,21
3,42.5,18,4,0.5,91,75,27,4,0.6,1,4.8,4,21
3,42.5,15,4,0.5,111,60,26,10,0.6,2,0.9,9,21
3,42.5,15,4,0.55,96,64,27,10,0.6,2,0.8,6,21
3,42.5,17,4,0.5,113,61,27,4,0.6,1,4,7,21
3,42.5,18,4,0.5,91,75,27,4,0.6,1,5.7,5,21
3,42.5,18,4,0.5,91,75,27,4,0.6,1,5.7,7,21
3,42.5,17,3,0.55,103,68,31,4,0.6,1,2,8,21
3,42.5,18,3,0.5,124,67,30,4,0.6,1,2.5,13,21
3,42.5,17,4,0.5,91,75,27,4,0.6,1,2.5,12,21
1,42.5,15,2,0.48,183,98,43,5,0.8,1,1.2,7.5,21
3,42.5,15,3,0.55,107,71,31,10,0.6,1,1.6,7,21
3,52.5,11,3,0.5,143,30,31,10,0.7,2,0.7,8.5,21.1
3,52.5,18,4,0.55,92,61,25,10,0.5,2,1.35,14.5,21.1
3,42.5,15,3,0.5,130,70,33,10,0.6,1,1.6,5,21.1
3,42.5,18,4,0.55,96,64,28,2,0.6,1,2.3,6,21.1
3,42.5,17,3,0.5,124,67,30,4,0.6,1,3,5,21.1
3,42.5,18,4,0.5,91,75,27,4,0.6,1,5.7,8,21.1
3,42.5,15,3,0.55,107,71,31,10,0.6,1,1.5,11,21.1
3,42.5,15,2,0.48,183,98,43,5,0.8,1,1.8,7,21.1
3,42.5,15,3,0.5,129,69,30,10,0.6,1,1.4,8,21.1
3,52.5,11,4,0.55,98,65,29,10,0.7,2,0.75,13,21.2
3,52.5,18,4,0.55,92,61,25,10,0.5,2,1.35,5.8,21.2
3,52.5,17,4,0.5,113,61,27,4,0.6,1,3.5,8,21.2
3,52.5,17,3,0.5,130,70,35,4,0.6,1,3.5,8,21.2
3,42.5,18,4,0.55,96,64,28,4,0.6,1,2.2,7.5,21.2
3,42.5,18,3,0.55,103,68,31,4,0.6,1,2.6,7,21.2
3,42.5,18,4,0.48,128,55,27,4,0.6,1,2.8,7,21.2
3,42.5,18,4,0.55,91,75,27,4,0.6,1,2.8,5,21.2
3,42.5,18,4,0.5,91,75,27,4,0.6,1,4.8,7,21.2
3,42.5,18,4,0.5,91,75,27,4,0.6,1,6,7,21.2
3,42.5,15,3,0.48,140,60,30,10,0.6,1,1.4,13,21.2
3,42.5,17,4,0.55,92,61,27,4,0.6,1,2,11,21.2
3,42.5,17,2,0.45,230,77,43,5,0.8,1,1.2,9,21.2
3,42.5,17,2,0.45,230,77,43,5,0.8,1,1.2,9,21.2
3,52.5,12,4,0.55,93,40,25,10,0.6,2,0.8,6,21.3
3,52.5,17,3,0.5,75,91,34,2,0.6,1,3.5,9,21.3
3,52.5,17,3,0.5,130,70,33,4,0.6,1,4,11,21.3
3,52.5,18,3,0.55,108,72,34,10,0.6,1,1,8,21.3
3,42.5,17,3,0.5,124,67,30,4,0.6,1,3.5,8,21.3
3,42.5,17,4,0.45,156,39,25,4,0.6,1,2.5,5,21.3
3,42.5,17,4,0.55,96,64,27,4,0.6,1,4.5,5,21.3
1,42.5,15,4,0.5,113,61,27,10,0.6,1,1.4,8,21.3
1,42.5,17,4,0.5,113,61,27,4,0.6,1,2,13,21.3
1,42.5,15,3,0.48,176,95,40,5,0.8,1,3.7,7,21.3
3,52.5,17,4,0.5,111,35,26,10,0.6,2,0.7,3.8,21.4
3,42.5,18,3,0.55,103,68,31,4,0.6,1,2.5,8,21.4
3,42.5,18,2,0.55,128,85,36,4,0.6,1,3.5,7,21.4
3,42.5,15,4,0.55,96,64,27,10,0.6,2,0.8,6.5,21.4
3,42.5,18,2,0.5,153,83,35,4,0.6,1,4.5,18,21.4
3,42.5,15,4,0.48,128,55,27,10,0.6,1,1.3,9,21.4
3,42.5,15,3,0.55,107,71,31,10,0.6,1,1.5,11,21.4
3,42.5,17,4,0.5,91,75,27,4,0.6,1,2.5,9,21.4
3,42.5,15,2,0.48,183,98,43,5,0.8,1,2.9,8,21.4
1,42.5,15,3,0.5,129,69,30,10,0.6,1,3,5,21.4
3,52.5,12,4,0.5,123,53,26,10,0.5,2,1,13.5,21.5
3,52.5,18,3,0.45,149,64,28,10,0.6,2,1.3,18.5,21.5
3,52.5,18,3,0.5,130,70,33,10,0.6,1,2,12,21.5
3,42.5,17,3,0.5,130,70,33,4,0.6,1,4,7.5,21.5
3,42.5,18,4,0.55,96,64,28,4,0.6,1,2.6,6,21.5
3,42.5,18,4,0.48,128,55,27,4,0.6,1,3.8,6,21.5
3,42.5,7,4,0.48,128,55,27,4,0.6,1,3,19,21.5
3,42.5,18,4,0.5,91,75,27,4,0.6,1,4.8,15,21.5
3,42.5,7,3,0.55,103,68,31,4,0.6,1,3,14,21.5
3,42.5,7,4,0.5,91,75,27,4,0.6,1,3.5,8,21.5
3,42.5,7,4,0.48,125,54,26,4,0.6,1,1.7,10,21.5
3,42.5,18,3,0.48,140,60,30,4,0.6,1,2.5,9,21.5
3,42.5,15,3,0.55,111,74,31,10,0.6,1,1.1,8.5,21.5
3,42.5,15,3,0.55,111,74,31,10,0.6,1,1.3,12,21.5
3,42.5,18,2,0.5,153,83,35,4,0.6,1,2,7,21.5
3,42.5,15,2,0.55,132,88,36,10,0.6,1,1.3,12,21.5
1,42.5,17,4,0.5,113,61,27,4,0.6,1,2,11,21.5
1,42.5,15,2,0.45,288,72,42,5,0.8,1,0.8,7,21.5
3,52.5,9,4,0.5,122,66,27,10,0.7,2,0.75,10,21.6
3,52.5,3,4,0.55,96,64,28,10,0.6,2,0.6,6.1,21.6
3,52.5,16,4,0.5,114,62,26,10,0.5,2,1,11,21.6
3,52.5,16,4,0.55,93,62,25,10,0.6,2,1.15,11.4,21.6
3,52.5,16,3,0.48,146,63,30,10,0.6,2,0.7,6,21.6
3,42.5,18,4,0.55,96,64,28,4,0.6,1,3,6,21.6
3,42.5,15,4,0.55,96,64,27,10,0.6,1,3.5,5,21.6
3,42.5,15,4,0.55,92,61,27,10,0.6,1,3.5,12,21.6
3,42.5,18,4,0.5,113,61,27,4,0.6,1,2.8,5,21.6
3,42.5,17,4,0.45,156,39,25,4,0.6,1,3.5,6,21.6
3,42.5,17,4,0.55,92,61,27,4,0.6,1,4,5,21.6
3,42.5,18,4,0.5,91,75,27,4,0.6,1,5.5,7,21.6
3,42.5,18,4,0.5,91,75,27,4,0.6,1,5.7,7,21.6
3,42.5,15,3,0.48,150,64,30,10,0.6,1,1.5,6,21.6
1,42.5,17,3,0.48,140,60,30,4,0.6,1,2,11,21.6
3,52.5,8,4,0.5,122,66,27,10,0.7,2,0.75,10,21.6
3,52.5,12,2,0.45,204,87,35,10,0.5,2,0.95,7.6,21.7
3,52.5,16,3,0.5,127,85,30,10,0.6,2,0.8,8,21.7
3,52.5,18,4,0.55,92,61,27,10,0.7,2,1,12,21.7
3,52.5,17,4,0.5,123,53,26,10,0.5,2,1,8.5,21.7
3,52.5,18,3,0.5,130,70,33,10,0.6,1,1.5,13,21.7
3,52.5,17,4,0.5,113,61,27,4,0.6,1,3.5,7,21.7
3,42.5,17,4,0.55,96,64,27,4,0.6,1,3.5,11,21.7
3,42.5,17,4,0.5,113,61,27,4,0.6,1,4,12,21.7
3,42.5,15,4,0.5,113,61,26,10,0.6,2,0.8,7,21.7
3,42.5,7,4,0.48,145,36,27,4,0.7,1,2,10,21.7
3,42.5,17,4,0.5,91,75,27,4,0.6,1,3,13,21.7
3,42.5,18,3,0.55,103,68,31,4,0.6,1,2,7,21.7
3,42.5,15,3,0.5,129,69,30,10,0.6,1,1.4,7,21.7
3,52.5,14,4,0.55,94,30,26,10,0.5,2,1.1,4.7,21.8
3,52.5,7,3,0.5,139,30,32,10,0.7,2,0.5,7.2,21.8
3,52.5,11,4,0.5,116,62,28,10,0.7,2,0.8,10.2,21.8
3,52.5,17,4,0.5,113,61,27,4,0.6,1,3.5,9,21.8
3,42.5,7,4,0.48,145,36,27,4,0.7,1,2,10,21.8
3,42.5,17,4,0.55,92,61,27,4,0.6,1,2.5,8,21.8
3,42.5,18,4,0.5,91,75,27,4,0.6,1,4,6,21.8
3,42.5,17,2,0.5,153,83,35,4,0.6,1,4,13,21.9
3,42.5,18,4,0.5,91,75,27,4,0.6,1,2.8,6,21.9
3,42.5,18,3,0.55,103,68,31,4,0.6,1,3.8,7,21.9
3,42.5,17,3,0.55,103,68,31,4,0.6,1,3.5,9,21.9
3,42.5,7,4,0.5,111,60,26,4,0.6,1,3,10,21.9
3,42.5,17,4,0.5,111,60,26,4,0.6,1,2.5,8,21.9
3,42.5,15,3,0.55,107,71,31,10,0.6,1,1.5,11,21.9
3,42.5,17,4,0.55,92,61,27,4,0.6,1,2.5,9,21.9
3,42.5,18,4,0.5,91,75,27,4,0.6,1,4,6,21.9
3,42.5,18,3,0.55,103,68,31,4,0.6,1,2.5,6,21.9
3,42.5,17,4,0.48,125,54,26,4,0.6,1,2.5,8,21.9
3,42.5,15,3,0.5,129,69,30,10,0.6,1,2,15,21.9
3,42.5,15,3,0.5,129,69,30,10,0.6,1,1.4,8,21.9
3,42.5,15,3,0.5,129,69,30,10,0.6,1,1.7,6,21.9
3,52.5,14,4,0.5,121,35,28,10,0.5,2,1.1,4.8,22
3,42.5,15,4,0.55,94,63,28,10,0.6,1,3.5,10,22
3,42.5,17,3,0.5,130,70,33,4,0.6,1,2.7,5,22
3,42.5,17,3,0.5,124,67,30,4,0.6,1,3.5,6,22
3,42.5,18,4,0.5,91,75,27,4,0.6,1,5.7,6,22
3,42.5,15,4,0.55,94,63,28,10,0.6,2,0.7,7,22
3,42.5,18,4,0.5,91,75,27,4,0.6,1,5.7,6,22
3,42.5,18,4,0.5,91,75,27,4,0.6,1,4.5,10,22
3,52.5,18,4,0.5,108,72,27,10,0.6,2,0.9,6.8,22.1
3,42.5,18,4,0.55,96,64,28,10,0.6,1,1.4,10,22.1
3,42.5,15,4,0.55,92,61,27,10,0.6,2,0.8,11,22.1
3,42.5,18,4,0.5,91,75,27,4,0.6,1,3.6,5,22.1
3,42.5,18,4,0.5,91,75,27,4,0.6,1,4.5,10,22.1
3,42.5,18,3,0.48,140,60,30,4,0.6,1,3.4,15,22.1
3,42.5,7,4,0.5,111,60,26,4,0.6,1,3,10,22.1
3,42.5,17,4,0.55,92,61,27,4,0.6,1,3.5,7,22.1
3,42.5,18,3,0.55,108,72,34,4,0.6,1,2.5,6,22.1
3,42.5,15,2,0.48,179,77,35,10,0.6,1,1.3,6,22.1
3,42.5,15,3,0.48,150,64,30,10,0.6,1,1.4,7,22.1
3,42.5,15,3,0.5,129,69,30,10,0.6,1,1.4,7,22.1
3,52.5,14,3,0.5,140,35,33,10,0.6,2,0.7,11,22.2
3,52.5,13,4,0.5,120,35,28,10,0.6,2,0.75,5.1,22.2
3,52.5,13,4,0.5,120,35,28,10,0.7,2,0.7,5,22.2
3,52.5,11,3,0.45,159,68,29,10,0.6,2,0.7,14.7,22.2
3,52.5,3,2,0.45,224,56,34,10,0.6,2,0.6,9.8,22.2
3,52.5,18,4,0.5,113,61,27,10,0.6,1,1.3,9,22.2
3,52.5,17,3,0.5,130,70,33,4,0.6,1,3.5,8,22.2
3,42.5,17,4,0.5,113,61,27,4,0.6,1,2.7,5,22.2
3,42.5,18,3,0.55,103,68,31,4,0.6,1,2.5,7,22.2
3,42.5,18,4,0.5,91,75,27,4,0.6,1,3.6,6,22.2
3,42.5,18,4,0.5,91,75,27,4,0.6,1,4.8,6,22.2
3,42.5,18,3,0.48,140,60,30,4,0.6,1,2.5,10,22.2
3,42.5,15,4,0.48,128,55,27,10,0.6,1,1.5,12,22.2
3,42.5,18,4,0.5,91,75,27,4,0.6,1,2.5,6,22.2
3,42.5,17,2,0.48,174,74,35,4,0.6,1,3.5,6,22.2
3,42.5,17,4,0.5,91,75,27,4,0.6,1,4,5,22.2
3,42.5,18,4,0.5,91,75,27,4,0.6,1,4.7,6,22.2
3,42.5,18,3,0.55,103,68,31,10,0.6,1,1.6,12,22.2
3,42.5,18,4,0.5,118,64,27,10,0.6,1,1.7,10,22.2
3,42.5,15,3,0.48,150,64,30,10,0.6,1,1.8,14,22.2
3,42.5,15,3,0.5,129,69,30,10,0.6,1,3,8,22.2
3,42.5,15,2,0.48,230,58,43,5,0.8,1,1.5,8,22.2
3,52.5,12,4,0.5,112,35,25,10,0.6,2,0.8,6.5,22.3
3,52.5,3,4,0.5,108,72,26,10,0.6,2,0.65,4.8,22.3
3,52.5,16,4,0.5,108,72,26,10,0.6,2,0.8,15.5,22.3
3,52.5,3,4,0.5,111,60,25,10,0.6,2,0.65,10,22.3
3,52.5,18,4,0.55,92,61,27,10,0.6,1,1.2,11,22.3
3,52.5,18,3,0.55,103,68,31,10,0.6,1,1.2,11,22.3
3,52.5,18,4,0.55,96,64,28,10,0.6,1,1,9,22.3
3,42.5,17,4,0.5,113,61,27,4,0.6,1,3.5,10,22.3
3,42.5,18,4,0.55,96,64,28,4,0.6,1,3.5,8,22.3
3,42.5,15,3,0.5,130,70,33,10,0.6,1,3,7,22.3
3,42.5,7,4,0.5,91,75,27,4,0.6,1,4,14,22.3
1,42.5,15,2,0.48,183,95,43,5,0.8,1,1.6,13,22.3
3,52.5,13,4,0.55,96,40,27,10,0.6,2,0.75,6.8,22.4
